cpu percent, memory percent
0.0,3.01103591919
5.2,2.96957492828
3.2,2.9604434967
0.2,2.9604434967
0.1,2.9604434967
0.1,2.9604434967
0.2,2.96022891998
8.8,2.96754837036
4.7,2.97224521637
0.5,2.97105312347
0.3,2.97083854675
0.1,2.97083854675
0.2,2.97083854675
0.3,2.97026634216
0.1,2.97026634216
0.0,2.97026634216
0.1,2.97012329102
0.2,2.97012329102
0.6,2.97074317932
0.1,2.97074317932
0.0,2.97074317932
0.1,2.97074317932
0.7,2.97122001648
1.1,2.97138690948
0.1,2.97138690948
0.0,2.97138690948
0.1,2.9712677002
0.1,2.9712677002
0.2,2.97131538391
0.0,2.97131538391
0.0,2.97131538391
0.1,2.97131538391
0.1,2.97131538391
0.2,2.97131538391
0.1,2.97131538391
0.0,2.97131538391
0.1,2.97131538391
3.8,2.95703411102
0.1,2.95717716217
0.1,2.95717716217
0.2,2.95717716217
0.2,2.95717716217
0.0,2.95717716217
0.0,2.95717716217
0.2,2.95717716217
0.1,2.95717716217
0.2,2.95712947845
0.1,2.95712947845
0.1,2.95712947845
0.1,2.95712947845
0.1,2.95712947845
0.1,2.95712947845
0.2,2.95712947845
0.2,2.95717716217
0.1,2.95717716217
0.2,2.95717716217
0.1,2.95717716217
0.2,2.95712947845
0.1,2.95712947845
0.2,2.95712947845
0.1,2.95712947845
0.1,2.95712947845
0.2,2.95717716217
0.1,2.95717716217
0.1,2.95717716217
0.0,2.95717716217
0.2,2.95717716217
0.3,2.95717716217
0.1,2.95712947845
0.1,2.95712947845
0.0,2.95712947845
0.3,2.95712947845
0.1,2.95712947845
0.2,2.95717716217
0.1,2.95717716217
0.1,2.95717716217
0.2,2.95717716217
0.2,2.95717716217
0.1,2.95717716217
0.1,2.95712947845
0.1,2.95712947845
0.1,2.95712947845
0.3,2.95712947845
0.2,2.95717716217
0.1,2.95717716217
0.0,2.95722484589
0.0,2.95722484589
0.1,2.95722484589
0.1,2.95722484589
0.1,2.95722484589
0.1,2.95722484589
0.1,2.95717716217
0.1,2.95717716217
0.1,2.95717716217
0.0,2.95717716217
0.0,2.95717716217
4.4,2.95543670654
0.1,2.95543670654
0.1,2.95543670654
3.0,2.95565128326
3.6,2.9557466507
0.0,2.9557466507
0.0,2.9557466507
0.2,2.9557466507
0.1,2.9557466507
0.2,2.95567512512
0.0,2.95567512512
0.0,2.95567512512
0.1,2.95567512512
0.1,2.95567512512
0.1,2.95567512512
0.2,2.95572280884
0.0,2.95572280884
0.1,2.95572280884
0.2,2.95577049255
0.2,2.95577049255
0.0,2.95577049255
0.0,2.95577049255
0.1,2.95577049255
0.1,2.95581817627
